,caption,photo_id
35288,Sweet potato fries ,5rDAYjd_v1dzZnLexhz-dA
29936,Shawarma,BywBB5XgiS639RpiBEFuAQ
193117,Shawarma,9VHUgELNdehuvrF_bwrZcg
4423,Sashimi,TTwCOPpJayKt57Y903j0jg
8895,Sashimi,bV9MQ8ad4tNUTRddEDMr9g
14153,Sashimi,d7-7gmemLBWV9cLHu0L9RA
22846,Sashimi,OgUHKY10grMziCeOvDW0RQ
38081,Sashimi,hHO9-BJlg413jdD2muGb0Q
72056,Sashimi,5M-wyOJenLmuyFiW9XOAzA
75274,Sashimi,gKVUfLFP3fETFyvt4zk4Kg
81955,Sashimi,phBGkAqalbf2ZC96pcN0Lg
94543,Sashimi,R9LLi8fMo0z6e_rLNm0iwA
102207,Sashimi,d8mTL2jLJzU7kw-bOON_yA
106777,Sashimi,Nx2X4O4P51bu_MhBuWkjuA
118164,Sashimi,sQ_tHBBHiiNNMmPf5hqe8w
137847,Sashimi,ENUKMXfpLrNaQOssOIt1Vw
158354,Sashimi,Z_noW1VxtU3QK71_yvpjpw
186507,Sashimi,XesM4KQ1jmuQTtqMANmFgg
186736,Sashimi,A5J2SyHSMJfUW9JthI7x-A
196591,Sashimi,YAIhU5wDBz-pyAdghJmU5g
196897,Sashimi,lAD8CJdKehJvTpOxOboLJw
197628,Sashimi,z9Zwng_WKCUU9Jt2yFJWkg
50966,Tofu salad,NY6TZZ-mHetAkf9iuH0yxA
57246,Tofu salad,KdhYs5m1I4covFYq6MIAYg
22152,Sweet Tofu ,EnUIvHAE7eDmn0-6OJVvxg
28748,Sweet Tofu ,eD1E9WiIqdS27aMnF_l4pA
33806,Shrimp Roll,8iJ80jlGDZBMtVZBsLT0Eg
42814,Shrimp Roll,2uBOlumSIpbq6oZa9ZHSCA
81885,Shrimp Roll,MfmaSle7vNP_OVxXlD0fzQ
184494,Shrimp Roll,BmRTkUWYiTHFbPSFH7VKbA
187782,Shrimp Roll,374tns0KZGSevZaAhM-wQg
1172,Shrimp Fried Rice,LemDESTKgAfeTiHOaE08jg
29360,Shrimp Fried Rice,QYVs7D2rDRpZVVszX6RTVg
67670,Shrimp Fried Rice,RkO06_5wr2oxiuQ9Ur3udQ
84211,Shrimp Fried Rice,3G85fqQvauBcOnErzNvkfw
19333,Pork Chops ,MaKBAZ6MZ7KT9YuR0iaTEQ
35196,Pork Chops ,BP-z4PHS9OBU_2Rv9yzj4A
178817,Pork Chops ,caUQ41lACxmotTm8j0SFzQ
30893,Seafood Chopped Salad,0tvmxmUHkEhAtD6WjLaLDA
36776,Seafood Chopped Salad,2K0SR9xBxo4KfVWPEefmlw
49044,Veggie pizza,WZJj1ny8pE_B-0g0nX8Ekw
75208,Veggie pizza,1yZlhUeLE2DxpRgiCtA45A
98519,Veggie pizza,Udlj_lcQmGzKylPPJgzrIw
100649,Veggie pizza,rIgNFwGPpiY2-mPxc5OR2w
123792,Veggie pizza,UgBTggymg5Lyp7N3HyKzQQ
166182,Veggie pizza,u0bNdn12Pd7mpgXPKEyGow
14688,Chicken Kebab,oQAtKWsg92SPbBzuOH6vyQ
37176,Chicken Kebab,CyJMG4XQsH5EePHHfYfvKQ
2261,Mushroom Risotto,cQijYMLA7XYQZbhOX3dtlw
7543,Mushroom Risotto,VHccxzc_M57jzgrDzAbDBQ
13776,Mushroom Risotto,TpXfSTYA8L4WVCf2bpjSqQ
14194,Mushroom Risotto,8JdSeMAk6fhfCYSuH8tivg
16258,Mushroom Risotto,wv5Ezse-CJaZkAyTzBQheA
27340,Mushroom Risotto,5xVjr0dupz_RWvaGg4pq6Q
88071,Mushroom Risotto,4SNm0fbsmcmkU6I9jJvSpQ
95333,Mushroom Risotto,ewXfx_4ulb97UjW3hE_beQ
151577,Mushroom Risotto,a4AmdliCRfhook1bZE6EyQ
176745,Mushroom Risotto,ExHryxraTdlD-Jkt-zKo5w
177299,Mushroom Risotto,PDdgNdYHIhdmMk27rTZPZQ
184172,Mushroom Risotto,LyWsx6A09zOjyIM1UxxVqw
197087,Mushroom Risotto,SS7FqhZMXaeXcFrZyYMPAQ
7742,Garlic Naan,TV0mC_Bk_91WK1eAvB1Rwg
13598,Garlic Naan,ecl3XS8bljhPPZfSreQnUQ
22831,Garlic Naan,wiLNPzLBUFJWssyKcmkNhw
23702,Garlic Naan,VmWjkj6jbkRhzZipzcO36Q
25690,Garlic Naan,uuiA-NGLkqVQQZBN482xpA
17926,Sashimi Salad,HSdNsbGswfdmGRreLjujEg
21459,Sashimi Salad,JLrb_8b7pGFm46jvYAZNZg
22651,Sashimi Salad,pyF4WKmjg6KOCYRLZCn7JA
24246,Sashimi Salad,GDWdoPDjIa6Hy4dFHNd80Q
24396,Sashimi Salad,DSbhjm7oGXrKg9-0AhHSlA
28191,Sashimi Salad,_kg-n2c-dlzU-VTb5L-Nig
29668,Sashimi Salad,Y85frQ8CqLU8vANFak4yaA
43292,Sashimi Salad,rhkRvmynHpQXhZuvy7DkNA
55319,Sashimi Salad,ujXKFmJyYlvISubsitslPQ
127082,Sashimi Salad,nAlFEmoqmzJNJfHw3GgreQ
3328,Smores Pizza,C8bJLjlkhinqz_Bfz178EA
3329,Smores Pizza,pxB9sXZ0aCZI45sbz0TzxA
12947,Smores Pizza,yLcM8MommAqNgv1dnivS9w
