caption,photo_id
French Fries,17394
French Fries,20215
French Fries,24479
French Fries,43636
French Fries,51368
French Fries,51678
French Fries,52510
French Fries,57594
French Toast,4893
French Toast,6264
French Toast,6612
French Toast,14102
French Toast,18061
French Toast,18789
French Toast,21169
French Toast,21807
French Toast,24300
French Toast,27809
French Toast,35366
French Toast,38372
French Toast,42077
French Toast,53291
French Toast,54524
French Toast,55587
French Toast,57881
French Toast,61623
French Toast,62837
French Toast,63314
Fried Rice,MmKayLjzf6P3pDOkUN3Arw
Fried Rice,xrgRTmnlw4bDhzfizPSYfw
Fried Rice,0zP4qCea5eZFV0KEms9VZg
Fried Rice,iQW6McgCGJNOH6PoEPhOGQ
Fried Rice,C_NAq1wHSSOWftb9rw42Qw
Fried Rice,xkQBckzrlB0FySyT0L_D_w
Fried Rice,4BiZl_nRYJnjJ9lyk2Kp5w
Fried Rice,3SkKtnMy1q2RfFGSReFINQ
Fried Rice,d4dkj6ZOupBrRwqpEBxUFQ
Fried Rice,2VR83xZRBs0VsT3O9OOtNg
Fried Rice,V_dUdO_d2Um8-pEuWWg-8g
Fried Rice,JNDpAIYzEduWRO4IJCG6qA
Fried Rice,HAIsKAYuFH95DHD7-YKFJg
Fried Rice,iSuGVf-klm2OBp2vc84U9Q
Fried Rice,RKZm34sSWpL5IM1ALEtsCw
Fried Rice,4_o3oiwV9S8sTSxLfcU2DA
Fried Rice,szsrwqQK55SBQ44XiimDDw
Fried Rice,1084
Fried Rice,1391
Fried Rice,2608
